SeqID,Genome_id,Gene_id,prot_id,Transporter_id,Transporter_level1,Transporter_level2,Transporter_level3,Transporter_level4,Transporter_level5
Amore1_127490,Amore1,estExt_Genewise1.C_11_t20425,127490,2.A.5.4.18,2,2.A,2.A.5,2.A.5.4,2.A.5.4.18
Amore1_146190,Amore1,estExt_Genewise1Plus.C_11_t20428,146190,8.A.68.1.3,8,8.A,8.A.68,8.A.68.1,8.A.68.1.3
Amore1_108320,Amore1,e_gw1.11.229.1,108320,2.A.1.1.58,2,2.A,2.A.1,2.A.1.1,2.A.1.1.58
Amore1_53465,Amore1,fgenesh1_pm.11_#_427,53465,2.A.1.2.86,2,2.A,2.A.1,2.A.1.2,2.A.1.2.86
Amore1_127595,Amore1,estExt_Genewise1.C_11_t30048,127595,2.A.69.2.3,2,2.A,2.A.69,2.A.69.2,2.A.69.2.3
Amore1_127636,Amore1,estExt_Genewise1.C_11_t30095,127636,1.A.4.4.1,1,1.A,1.A.4,1.A.4.4,1.A.4.4.1
Amore1_53504,Amore1,fgenesh1_pm.11_#_466,53504,2.A.57.3.3,2,2.A,2.A.57,2.A.57.3,2.A.57.3.3
Amore1_146352,Amore1,estExt_Genewise1Plus.C_11_t30119,146352,9.B.313.1.3,9,9.B,9.B.313,9.B.313.1,9.B.313.1.3
Amore1_69404,Amore1,estExt_fgenesh1_pm.C_110469,69404,2.A.1.2.77,2,2.A,2.A.1,2.A.1.2,2.A.1.2.77
Amore1_108213,Amore1,e_gw1.11.835.1,108213,9.B.313.1.6,9,9.B,9.B.313,9.B.313.1,9.B.313.1.6
Amore1_109331,Amore1,e_gw1.12.560.1,109331,2.A.1.3.52,2,2.A,2.A.1,2.A.1.3,2.A.1.3.52
Amore1_127715,Amore1,estExt_Genewise1.C_12_t10028,127715,2.A.1.13.27,2,2.A,2.A.1,2.A.1.13,2.A.1.13.27
Amore1_127757,Amore1,estExt_Genewise1.C_12_t10074,127757,5.B.1.4.1,5,5.B,5.B.1,5.B.1.4,5.B.1.4.1
Amore1_127759,Amore1,estExt_Genewise1.C_12_t10076,127759,2.A.128.1.18,2,2.A,2.A.128,2.A.128.1,2.A.128.1.18
Amore1_53554,Amore1,fgenesh1_pm.12_#_36,53554,2.A.1.14.36,2,2.A,2.A.1,2.A.1.14,2.A.1.14.36
Amore1_146462,Amore1,estExt_Genewise1Plus.C_12_t10087,146462,4.D.3.1.5,4,4.D,4.D.3,4.D.3.1,4.D.3.1.5
Amore1_181765,Amore1,CE32921_1288,181765,9.B.206.2.2,9,9.B,9.B.206,9.B.206.2,9.B.206.2.2
Amore1_69459,Amore1,estExt_fgenesh1_pm.C_120050,69459,3.A.1.205.10,3,3.A,3.A.1,3.A.1.205,3.A.1.205.10
Amore1_146501,Amore1,estExt_Genewise1Plus.C_12_t10129,146501,2.A.3.10.4,2,2.A,2.A.3,2.A.3.10,2.A.3.10.4
Amore1_127818,Amore1,estExt_Genewise1.C_12_t10149,127818,2.A.121.2.9,2,2.A,2.A.121,2.A.121.2,2.A.121.2.9
Amore1_37140,Amore1,fgenesh1_kg.12_#_46_#_Locus75034v2rpkm0.24,37140,2.A.1.9.2,2,2.A,2.A.1,2.A.1.9,2.A.1.9.2
Amore1_109379,Amore1,e_gw1.12.125.1,109379,9.B.313.1.1,9,9.B,9.B.313,9.B.313.1,9.B.313.1.1
Amore1_53634,Amore1,fgenesh1_pm.12_#_116,53634,3.D.1.6.2,3,3.D,3.D.1,3.D.1.6,3.D.1.6.2
Amore1_109436,Amore1,e_gw1.12.288.1,109436,8.A.30.2.3,8,8.A,8.A.30,8.A.30.2,8.A.30.2.3
Amore1_37179,Amore1,fgenesh1_kg.12_#_85_#_Locus44015v1rpkm2.43,37179,2.A.29.8.5,2,2.A,2.A.29,2.A.29.8,2.A.29.8.5
Amore1_37180,Amore1,fgenesh1_kg.12_#_86_#_Locus34878v1rpkm4.29,37180,5.B.1.5.4,5,5.B,5.B.1,5.B.1.5,5.B.1.5.4
Amore1_109241,Amore1,e_gw1.12.855.1,109241,2.A.1.1.39,2,2.A,2.A.1,2.A.1.1,2.A.1.1.39
Amore1_61492,Amore1,estExt_fgenesh1_pg.C_120162,61492,9.B.142.5.6,9,9.B,9.B.142,9.B.142.5,9.B.142.5.6
Amore1_69572,Amore1,estExt_fgenesh1_pm.C_120164,69572,2.A.36.4.2,2,2.A,2.A.36,2.A.36.4,2.A.36.4.2
Amore1_146809,Amore1,estExt_Genewise1Plus.C_12_t10448,146809,9.B.191.1.1,9,9.B,9.B.191,9.B.191.1,9.B.191.1.1
Amore1_31062,Amore1,fgenesh1_pg.12_#_210,31062,3.A.3.3.1,3,3.A,3.A.3,3.A.3.3,3.A.3.3.1
Amore1_69632,Amore1,estExt_fgenesh1_pm.C_120224,69632,4.F.1.1.9,4,4.F,4.F.1,4.F.1.1,4.F.1.1.9
Amore1_22586,Amore1,gm1.8255_g,22586,9.A.76.1.12,9,9.A,9.A.76,9.A.76.1,9.A.76.1.12
Amore1_146988,Amore1,estExt_Genewise1Plus.C_12_t20140,146988,9.A.15.1.1,9,9.A,9.A.15,9.A.15.1,9.A.15.1.1
Amore1_31121,Amore1,fgenesh1_pg.12_#_269,31121,9.B.104.1.6,9,9.B,9.B.104,9.B.104.1,9.B.104.1.6
Amore1_45361,Amore1,estExt_Genemark1.C_120317,45361,9.B.131.1.9,9,9.B,9.B.131,9.B.131.1,9.B.131.1.9
Amore1_69686,Amore1,estExt_fgenesh1_pm.C_120281,69686,2.A.1.14.4,2,2.A,2.A.1,2.A.1.14,2.A.1.14.4
Amore1_53808,Amore1,fgenesh1_pm.12_#_290,53808,2.A.1.3.52,2,2.A,2.A.1,2.A.1.3,2.A.1.3.52
Amore1_109038,Amore1,e_gw1.12.437.1,109038,9.A.27.1.4,9,9.A,9.A.27,9.A.27.1,9.A.27.1.4
Amore1_37306,Amore1,fgenesh1_kg.12_#_212_#_Locus41944v1rpkm2.77,37306,2.A.7.9.18,2,2.A,2.A.7,2.A.7.9,2.A.7.9.18
Amore1_61640,Amore1,estExt_fgenesh1_pg.C_120325,61640,2.A.1.1.119,2,2.A,2.A.1,2.A.1.1,2.A.1.1.119
Amore1_53834,Amore1,fgenesh1_pm.12_#_316,53834,2.A.1.2.96,2,2.A,2.A.1,2.A.1.2,2.A.1.2.96
Amore1_147123,Amore1,estExt_Genewise1Plus.C_12_t20285,147123,2.A.1.2.73,2,2.A,2.A.1,2.A.1.2,2.A.1.2.73
Amore1_147144,Amore1,estExt_Genewise1Plus.C_13_t10009,147144,2.A.1.14.43,2,2.A,2.A.1,2.A.1.14,2.A.1.14.43
Amore1_53862,Amore1,fgenesh1_pm.13_#_5,53862,2.A.1.1.125,2,2.A,2.A.1,2.A.1.1,2.A.1.1.125
Amore1_185760,Amore1,CE36916_11588,185760,2.A.19.2.8,2,2.A,2.A.19,2.A.19.2,2.A.19.2.8
Amore1_45438,Amore1,estExt_Genemark1.C_130020,45438,4.D.1.1.8,4,4.D,4.D.1,4.D.1.1,4.D.1.1.8
Amore1_186479,Amore1,CE37635_5262,186479,8.A.112.2.2,8,8.A,8.A.112,8.A.112.2,8.A.112.2.2
Amore1_147282,Amore1,estExt_Genewise1Plus.C_13_t10150,147282,3.A.5.8.1,3,3.A,3.A.5,3.A.5.8,3.A.5.8.1
Amore1_128683,Amore1,estExt_Genewise1.C_13_t10256,128683,9.B.313.1.7,9,9.B,9.B.313,9.B.313.1,9.B.313.1.7
Amore1_31326,Amore1,fgenesh1_pg.13_#_132,31326,2.A.21.6.6,2,2.A,2.A.21,2.A.21.6,2.A.21.6.6
Amore1_69873,Amore1,estExt_fgenesh1_pm.C_130139,69873,2.A.1.1.40,2,2.A,2.A.1,2.A.1.1,2.A.1.1.40
Amore1_54002,Amore1,fgenesh1_pm.13_#_145,54002,2.A.50.1.1,2,2.A,2.A.50,2.A.50.1,2.A.50.1.1
Amore1_110179,Amore1,e_gw1.13.358.1,110179,2.A.1.3.79,2,2.A,2.A.1,2.A.1.3,2.A.1.3.79
Amore1_69908,Amore1,estExt_fgenesh1_pm.C_130174,69908,2.A.18.7.3,2,2.A,2.A.18,2.A.18.7,2.A.18.7.3
Amore1_22903,Amore1,gm1.8572_g,22903,2.A.36.4.4,2,2.A,2.A.36,2.A.36.4,2.A.36.4.4
Amore1_54061,Amore1,fgenesh1_pm.13_#_204,54061,2.A.1.13.27,2,2.A,2.A.1,2.A.1.13,2.A.1.13.27
Amore1_109785,Amore1,e_gw1.13.100.1,109785,1.A.14.1.5,1,1.A,1.A.14,1.A.14.1,1.A.14.1.5
Amore1_22933,Amore1,gm1.8602_g,22933,2.A.39.2.4,2,2.A,2.A.39,2.A.39.2,2.A.39.2.4
Amore1_69983,Amore1,estExt_fgenesh1_pm.C_130253,69983,2.A.39.2.4,2,2.A,2.A.39,2.A.39.2,2.A.39.2.4
Amore1_31438,Amore1,fgenesh1_pg.13_#_244,31438,2.A.6.6.5,2,2.A,2.A.6,2.A.6.6,2.A.6.6.5
Amore1_109888,Amore1,e_gw1.13.219.1,109888,9.A.54.1.3,9,9.A,9.A.54,9.A.54.1,9.A.54.1.3
Amore1_129050,Amore1,estExt_Genewise1.C_13_t20131,129050,4.F.1.1.2,4,4.F,4.F.1,4.F.1.1,4.F.1.1.2
Amore1_61928,Amore1,estExt_fgenesh1_pg.C_130292,61928,2.A.37.2.4,2,2.A,2.A.37,2.A.37.2,2.A.37.2.4
Amore1_110014,Amore1,e_gw1.13.783.1,110014,2.A.1.1.117,2,2.A,2.A.1,2.A.1.1,2.A.1.1.117
Amore1_129154,Amore1,estExt_Genewise1.C_14_t10011,129154,9.B.313.1.1,9,9.B,9.B.313,9.B.313.1,9.B.313.1.1
Amore1_23060,Amore1,gm1.8729_g,23060,2.A.1.3.65,2,2.A,2.A.1,2.A.1.3,2.A.1.3.65
Amore1_147890,Amore1,estExt_Genewise1Plus.C_14_t10064,147890,9.A.27.1.4,9,9.A,9.A.27,9.A.27.1,9.A.27.1.4
Amore1_147900,Amore1,estExt_Genewise1Plus.C_14_t10074,147900,2.A.21.6.1,2,2.A,2.A.21,2.A.21.6,2.A.21.6.1
Amore1_110854,Amore1,e_gw1.14.240.1,110854,2.A.1.7.25,2,2.A,2.A.1,2.A.1.7,2.A.1.7.25
Amore1_54285,Amore1,fgenesh1_pm.14_#_92,54285,2.A.1.2.77,2,2.A,2.A.1,2.A.1.2,2.A.1.2.77
Amore1_110699,Amore1,e_gw1.14.212.1,110699,2.A.1.2.77,2,2.A,2.A.1,2.A.1.2,2.A.1.2.77
Amore1_148095,Amore1,estExt_Genewise1Plus.C_14_t10269,148095,1.A.81.3.1,1,1.A,1.A.81,1.A.81.3,1.A.81.3.1
Amore1_110705,Amore1,e_gw1.14.433.1,110705,2.A.1.13.27,2,2.A,2.A.1,2.A.1.13,2.A.1.13.27
Amore1_31645,Amore1,fgenesh1_pg.14_#_137,31645,3.A.1.210.1,3,3.A,3.A.1,3.A.1.210,3.A.1.210.1
Amore1_37672,Amore1,fgenesh1_kg.14_#_112_#_Locus39050v1rpkm3.33,37672,3.A.1.208.41,3,3.A,3.A.1,3.A.1.208,3.A.1.208.41
Amore1_192252,Amore1,CE43408_4041,192252,9.B.57.1.3,9,9.B,9.B.57,9.B.57.1,9.B.57.1.3
Amore1_37677,Amore1,fgenesh1_kg.14_#_117_#_Locus27439v1rpkm6.61,37677,9.B.104.4.3,9,9.B,9.B.104,9.B.104.4,9.B.104.4.3
Amore1_192527,Amore1,CE43683_79209,192527,9.B.119.1.1,9,9.B,9.B.119,9.B.119.1,9.B.119.1.1
Amore1_148238,Amore1,estExt_Genewise1Plus.C_14_t10414,148238,9.B.57.1.3,9,9.B,9.B.57,9.B.57.1,9.B.57.1.3
Amore1_54397,Amore1,fgenesh1_pm.14_#_204,54397,2.A.18.4.1,2,2.A,2.A.18,2.A.18.4,2.A.18.4.1
Amore1_45943,Amore1,estExt_Genemark1.C_140226,45943,2.A.1.63.4,2,2.A,2.A.1,2.A.1.63,2.A.1.63.4
Amore1_110712,Amore1,e_gw1.14.655.1,110712,2.A.1.3.47,2,2.A,2.A.1,2.A.1.3,2.A.1.3.47
Amore1_110690,Amore1,e_gw1.14.522.1,110690,2.A.1.14.17,2,2.A,2.A.1,2.A.1.14,2.A.1.14.17
Amore1_37733,Amore1,fgenesh1_kg.14_#_173_#_Locus19309v1rpkm10.36,37733,2.A.39.2.2,2,2.A,2.A.39,2.A.39.2,2.A.39.2.2
Amore1_45993,Amore1,estExt_Genemark1.C_140282,45993,9.B.313.1.7,9,9.B,9.B.313,9.B.313.1,9.B.313.1.7
Amore1_46000,Amore1,estExt_Genemark1.C_140289,46000,5.B.2.3.1,5,5.B,5.B.2,5.B.2.3,5.B.2.3.1
Amore1_110778,Amore1,e_gw1.14.681.1,110778,2.A.72.3.2,2,2.A,2.A.72,2.A.72.3,2.A.72.3.2
Amore1_129779,Amore1,estExt_Genewise1.C_150014,129779,3.A.1.203.7,3,3.A,3.A.1,3.A.1.203,3.A.1.203.7
Amore1_148477,Amore1,estExt_Genewise1Plus.C_150029,148477,2.A.3.4.6,2,2.A,2.A.3,2.A.3.4,2.A.3.4.6
Amore1_129799,Amore1,estExt_Genewise1.C_150034,129799,2.A.1.58.5,2,2.A,2.A.1,2.A.1.58,2.A.1.58.5
Amore1_111334,Amore1,e_gw1.15.60.1,111334,2.A.57.3.3,2,2.A,2.A.57,2.A.57.3,2.A.57.3.3
Amore1_54492,Amore1,fgenesh1_pm.15_#_28,54492,2.A.1.3.73,2,2.A,2.A.1,2.A.1.3,2.A.1.3.73
Amore1_62215,Amore1,estExt_fgenesh1_pg.C_150035,62215,2.A.90.3.2,2,2.A,2.A.90,2.A.90.3,2.A.90.3.2
Amore1_23398,Amore1,gm1.9067_g,23398,2.A.1.19.38,2,2.A,2.A.1,2.A.1.19,2.A.1.19.38
Amore1_111218,Amore1,e_gw1.15.253.1,111218,2.A.1.13.27,2,2.A,2.A.1,2.A.1.13,2.A.1.13.27
Amore1_23419,Amore1,gm1.9088_g,23419,2.A.57.5.3,2,2.A,2.A.57,2.A.57.5,2.A.57.5.3
Amore1_23430,Amore1,gm1.9099_g,23430,1.A.46.2.1,1,1.A,1.A.46,1.A.46.2,1.A.46.2.1
Amore1_111198,Amore1,e_gw1.15.374.1,111198,2.A.1.2.115,2,2.A,2.A.1,2.A.1.2,2.A.1.2.115
Amore1_111165,Amore1,e_gw1.15.341.1,111165,9.B.316.1.2,9,9.B,9.B.316,9.B.316.1,9.B.316.1.2
Amore1_129952,Amore1,estExt_Genewise1.C_150198,129952,3.A.1.201.38,3,3.A,3.A.1,3.A.1.201,3.A.1.201.38
Amore1_111022,Amore1,e_gw1.15.96.1,111022,9.A.57.1.9,9,9.A,9.A.57,9.A.57.1,9.A.57.1.9
Amore1_111080,Amore1,e_gw1.15.164.1,111080,9.A.26.1.4,9,9.A,9.A.26,9.A.26.1,9.A.26.1.4
Amore1_111393,Amore1,e_gw1.25.1.1,111393,1.C.105.2.7,1,1.C,1.C.105,1.C.105.2,1.C.105.2.7
Ampqui1_101379,Ampqui1,CE101378_16790,101379,3.A.1.205.32,3,3.A,3.A.1,3.A.1.205,3.A.1.205.32
Ampqui1_102281,Ampqui1,CE102280_4562,102281,2.A.1.2.96,2,2.A,2.A.1,2.A.1.2,2.A.1.2.96
Ampqui1_103541,Ampqui1,CE103540_4144,103541,1.I.1.1.3,1,1.I,1.I.1,1.I.1.1,1.I.1.1.3
Ampqui1_105150,Ampqui1,CE105149_8317,105150,3.A.1.201.38,3,3.A,3.A.1,3.A.1.201,3.A.1.201.38
Ampqui1_112255,Ampqui1,CE112254_232,112255,1.A.8.9.18,1,1.A,1.A.8,1.A.8.9,1.A.8.9.18
Ampqui1_116496,Ampqui1,CE116495_1372,116496,9.B.313.1.3,9,9.B,9.B.313,9.B.313.1,9.B.313.1.3
Ampqui1_116659,Ampqui1,CE116658_1068,116659,2.A.1.58.5,2,2.A,2.A.1,2.A.1.58,2.A.1.58.5
Ampqui1_117008,Ampqui1,CE117007_2751,117008,2.A.94.1.1,2,2.A,2.A.94,2.A.94.1,2.A.94.1.1
Ampqui1_120060,Ampqui1,CE120059_10316,120060,3.A.3.9.2,3,3.A,3.A.3,3.A.3.9,3.A.3.9.2
Ampqui1_121268,Ampqui1,CE121267_15816,121268,2.A.9.1.1,2,2.A,2.A.9,2.A.9.1,2.A.9.1.1
Ampqui1_123743,Ampqui1,CE123742_3274,123743,2.A.1.16.7,2,2.A,2.A.1,2.A.1.16,2.A.1.16.7
Ampqui1_130202,Ampqui1,CE130201_10051,130202,5.B.1.5.4,5,5.B,5.B.1,5.B.1.5,5.B.1.5.4
Ampqui1_131629,Ampqui1,CE131628_5086,131629,5.B.1.5.4,5,5.B,5.B.1,5.B.1.5,5.B.1.5.4
Ampqui1_132712,Ampqui1,CE132711_9636,132712,2.A.19.2.2,2,2.A,2.A.19,2.A.19.2,2.A.19.2.2
Ampqui1_132788,Ampqui1,CE132787_10236,132788,9.B.276.1.1,9,9.B,9.B.276,9.B.276.1,9.B.276.1.1
Ampqui1_13631,Ampqui1,CE13630_1773,13631,1.A.4.4.3,1,1.A,1.A.4,1.A.4.4,1.A.4.4.3
Ampqui1_140169,Ampqui1,CE140168_138786,140169,2.A.1.7.25,2,2.A,2.A.1,2.A.1.7,2.A.1.7.25
Ampqui1_140407,Ampqui1,CE140406_935,140407,2.A.1.14.11,2,2.A,2.A.1,2.A.1.14,2.A.1.14.11
Ampqui1_140759,Ampqui1,CE140758_19148,140759,2.A.7.9.20,2,2.A,2.A.7,2.A.7.9,2.A.7.9.20
Ampqui1_143920,Ampqui1,CE143919_927,143920,2.A.1.7.13,2,2.A,2.A.1,2.A.1.7,2.A.1.7.13
Ampqui1_147976,Ampqui1,CE147975_2665,147976,1.A.11.3.3,1,1.A,1.A.11,1.A.11.3,1.A.11.3.3
Ampqui1_150525,Ampqui1,CE150524_1090,150525,9.A.26.1.3,9,9.A,9.A.26,9.A.26.1,9.A.26.1.3
Ampqui1_152359,Ampqui1,CE152358_997,152359,9.B.313.1.6,9,9.B,9.B.313,9.B.313.1,9.B.313.1.6
Ampqui1_153114,Ampqui1,CE153113_5850,153114,1.A.4.4.3,1,1.A,1.A.4,1.A.4.4,1.A.4.4.3
Ampqui1_153317,Ampqui1,CE153316_3471,153317,2.A.1.1.10,2,2.A,2.A.1,2.A.1.1,2.A.1.1.10
Ampqui1_154267,Ampqui1,CE154266_40491,154267,3.A.3.2.27,3,3.A,3.A.3,3.A.3.2,3.A.3.2.27
Ampqui1_15547,Ampqui1,CE15546_2131,15547,2.A.1.1.40,2,2.A,2.A.1,2.A.1.1,2.A.1.1.40
Ampqui1_155504,Ampqui1,CE155503_1232,155504,2.A.53.1.2,2,2.A,2.A.53,2.A.53.1,2.A.53.1.2
Ampqui1_15816,Ampqui1,CE15815_8338,15816,3.A.16.1.5,3,3.A,3.A.16,3.A.16.1,3.A.16.1.5
Ampqui1_16106,Ampqui1,CE16105_918,16106,9.B.313.1.3,9,9.B,9.B.313,9.B.313.1,9.B.313.1.3
Ampqui1_163562,Ampqui1,CE163561_494,163562,2.A.1.13.17,2,2.A,2.A.1,2.A.1.13,2.A.1.13.17
Ampqui1_164974,Ampqui1,CE164973_33585,164974,3.A.3.8.2,3,3.A,3.A.3,3.A.3.8,3.A.3.8.2
Ampqui1_168958,Ampqui1,CE168957_84,168958,9.A.26.1.3,9,9.A,9.A.26,9.A.26.1,9.A.26.1.3
Ampqui1_170610,Ampqui1,CE170609_172,170610,2.A.1.14.11,2,2.A,2.A.1,2.A.1.14,2.A.1.14.11
Ampqui1_17421,Ampqui1,CE17420_572,17421,9.B.313.1.1,9,9.B,9.B.313,9.B.313.1,9.B.313.1.1
Ampqui1_174496,Ampqui1,CE174495_36171,174496,1.A.4.9.1,1,1.A,1.A.4,1.A.4.9,1.A.4.9.1
Ampqui1_177019,Ampqui1,CE177018_15787,177019,9.A.76.1.2,9,9.A,9.A.76,9.A.76.1,9.A.76.1.2
Ampqui1_178389,Ampqui1,CE178388_824,178389,2.A.1.3.47,2,2.A,2.A.1,2.A.1.3,2.A.1.3.47
Ampqui1_178696,Ampqui1,CE178695_15740,178696,2.A.1.2.86,2,2.A,2.A.1,2.A.1.2,2.A.1.2.86
Ampqui1_180206,Ampqui1,CE180205_2780,180206,2.A.1.3.52,2,2.A,2.A.1,2.A.1.3,2.A.1.3.52
Ampqui1_1806,Ampqui1,CE1805_1027,1806,2.A.1.2.86,2,2.A,2.A.1,2.A.1.2,2.A.1.2.86
Ampqui1_182156,Ampqui1,CE182155_5853,182156,9.B.56.2.1,9,9.B,9.B.56,9.B.56.2,9.B.56.2.1
Ampqui1_185760,Ampqui1,CE185759_3121,185760,9.B.1.2.2,9,9.B,9.B.1,9.B.1.2,9.B.1.2.2
Ampqui1_185958,Ampqui1,CE185957_7063,185958,3.A.3.8.18,3,3.A,3.A.3,3.A.3.8,3.A.3.8.18
Ampqui1_186020,Ampqui1,CE186019_15083,186020,1.N.5.1.6,1,1.N,1.N.5,1.N.5.1,1.N.5.1.6
Ampqui1_187414,Ampqui1,CE187413_5070,187414,9.B.313.1.1,9,9.B,9.B.313,9.B.313.1,9.B.313.1.1
Ampqui1_19106,Ampqui1,CE19105_8212,19106,1.A.81.3.1,1,1.A,1.A.81,1.A.81.3,1.A.81.3.1
Ampqui1_194070,Ampqui1,CE194069_4716,194070,2.A.1.16.7,2,2.A,2.A.1,2.A.1.16,2.A.1.16.7
Ampqui1_194094,Ampqui1,CE194093_5382,194094,2.A.5.4.4,2,2.A,2.A.5,2.A.5.4,2.A.5.4.4
Ampqui1_194406,Ampqui1,CE194405_74368,194406,2.A.1.3.52,2,2.A,2.A.1,2.A.1.3,2.A.1.3.52
Ampqui1_199264,Ampqui1,CE199263_6514,199264,8.A.114.1.4,8,8.A,8.A.114,8.A.114.1,8.A.114.1.4
Ampqui1_199395,Ampqui1,CE199394_1351,199395,2.A.1.1.125,2,2.A,2.A.1,2.A.1.1,2.A.1.1.125
Ampqui1_202335,Ampqui1,CE202334_6934,202335,9.B.104.1.11,9,9.B,9.B.104,9.B.104.1,9.B.104.1.11
Ampqui1_205664,Ampqui1,CE205663_1504,205664,2.A.1.1.119,2,2.A,2.A.1,2.A.1.1,2.A.1.1.119
Ampqui1_206266,Ampqui1,CE206265_9402,206266,9.B.311.1.29,9,9.B,9.B.311,9.B.311.1,9.B.311.1.29
Ampqui1_206706,Ampqui1,CE206705_4670,206706,2.A.18.6.6,2,2.A,2.A.18,2.A.18.6,2.A.18.6.6
Ampqui1_210024,Ampqui1,CE210023_630,210024,2.A.1.14.4,2,2.A,2.A.1,2.A.1.14,2.A.1.14.4
Ampqui1_211131,Ampqui1,CE211130_789,211131,9.B.313.1.7,9,9.B,9.B.313,9.B.313.1,9.B.313.1.7
Ampqui1_211269,Ampqui1,CE211268_94824,211269,2.A.3.10.4,2,2.A,2.A.3,2.A.3.10,2.A.3.10.4
Ampqui1_211650,Ampqui1,CE211649_358,211650,2.A.4.2.2,2,2.A,2.A.4,2.A.4.2,2.A.4.2.2
Ampqui1_213794,Ampqui1,CE213793_10347,213794,8.A.65.1.3,8,8.A,8.A.65,8.A.65.1,8.A.65.1.3
Ampqui1_217785,Ampqui1,CE217784_3461,217785,2.A.29.8.4,2,2.A,2.A.29,2.A.29.8,2.A.29.8.4
Ampqui1_21891,Ampqui1,CE21890_717,21891,2.A.1.13.27,2,2.A,2.A.1,2.A.1.13,2.A.1.13.27
Ampqui1_220558,Ampqui1,CE220557_9726,220558,1.A.76.1.14,1,1.A,1.A.76,1.A.76.1,1.A.76.1.14
Ampqui1_220932,Ampqui1,CE220931_3975,220932,2.A.1.2.78,2,2.A,2.A.1,2.A.1.2,2.A.1.2.78
Ampqui1_221281,Ampqui1,CE221280_4756,221281,2.A.29.8.7,2,2.A,2.A.29,2.A.29.8,2.A.29.8.7
Ampqui1_222307,Ampqui1,CE222306_2936,222307,2.A.1.2.40,2,2.A,2.A.1,2.A.1.2,2.A.1.2.40
Ampqui1_226850,Ampqui1,CE226849_81388,226850,1.A.4.9.3,1,1.A,1.A.4,1.A.4.9,1.A.4.9.3
Ampqui1_231496,Ampqui1,CE231495_853,231496,2.A.1.14.4,2,2.A,2.A.1,2.A.1.14,2.A.1.14.4
Ampqui1_233069,Ampqui1,CE233068_11495,233069,2.A.1.44.4,2,2.A,2.A.1,2.A.1.44,2.A.1.44.4
Ampqui1_234428,Ampqui1,CE234427_18912,234428,2.A.6.6.5,2,2.A,2.A.6,2.A.6.6,2.A.6.6.5
Ampqui1_236471,Ampqui1,CE236470_2018,236471,2.A.3.8.4,2,2.A,2.A.3,2.A.3.8,2.A.3.8.4
Ampqui1_238510,Ampqui1,CE238509_553,238510,9.B.313.1.3,9,9.B,9.B.313,9.B.313.1,9.B.313.1.3
Ampqui1_238851,Ampqui1,CE238850_1235,238851,2.A.1.3.84,2,2.A,2.A.1,2.A.1.3,2.A.1.3.84
Ampqui1_241105,Ampqui1,CE241104_4891,241105,9.B.135.2.5,9,9.B,9.B.135,9.B.135.2,9.B.135.2.5
Ampqui1_245439,Ampqui1,CE245438_1122,245439,2.A.3.4.1,2,2.A,2.A.3,2.A.3.4,2.A.3.4.1
Ampqui1_246236,Ampqui1,CE246235_11229,246236,8.A.40.2.3,8,8.A,8.A.40,8.A.40.2,8.A.40.2.3
Ampqui1_246243,Ampqui1,CE246242_17507,246243,3.A.3.8.4,3,3.A,3.A.3,3.A.3.8,3.A.3.8.4
Ampqui1_246580,Ampqui1,CE246579_1036,246580,2.A.1.2.114,2,2.A,2.A.1,2.A.1.2,2.A.1.2.114
Ampqui1_251839,Ampqui1,CE251838_1991,251839,1.A.126.1.1,1,1.A,1.A.126,1.A.126.1,1.A.126.1.1
Ampqui1_255454,Ampqui1,CE255453_6544,255454,1.A.54.3.4,1,1.A,1.A.54,1.A.54.3,1.A.54.3.4
Ampqui1_256466,Ampqui1,CE256465_18459,256466,9.B.63.1.3,9,9.B,9.B.63,9.B.63.1,9.B.63.1.3
Ampqui1_260749,Ampqui1,CE260748_3130,260749,2.A.40.7.1,2,2.A,2.A.40,2.A.40.7,2.A.40.7.1
Ampqui1_275566,Ampqui1,CE275565_2072,275566,2.A.1.7.25,2,2.A,2.A.1,2.A.1.7,2.A.1.7.25
Ampqui1_276628,Ampqui1,CE276627_23133,276628,1.A.35.2.3,1,1.A,1.A.35,1.A.35.2,1.A.35.2.3
Ampqui1_279065,Ampqui1,CE279064_1590,279065,9.B.105.3.2,9,9.B,9.B.105,9.B.105.3,9.B.105.3.2
Ampqui1_279330,Ampqui1,CE279329_137,279330,2.A.1.1.39,2,2.A,2.A.1,2.A.1.1,2.A.1.1.39
Ampqui1_282477,Ampqui1,CE282476_2408,282477,2.A.1.3.68,2,2.A,2.A.1,2.A.1.3,2.A.1.3.68
Ampqui1_284386,Ampqui1,CE284385_11724,284386,2.A.1.13.19,2,2.A,2.A.1,2.A.1.13,2.A.1.13.19
Ampqui1_292755,Ampqui1,CE292754_7342,292755,2.A.1.2.13,2,2.A,2.A.1,2.A.1.2,2.A.1.2.13
Ampqui1_295566,Ampqui1,CE295565_1491,295566,9.B.313.1.7,9,9.B,9.B.313,9.B.313.1,9.B.313.1.7
Ampqui1_296599,Ampqui1,CE296598_5079,296599,4.F.1.1.8,4,4.F,4.F.1,4.F.1.1,4.F.1.1.8
Ampqui1_297445,Ampqui1,CE297444_153,297445,9.A.26.1.1,9,9.A,9.A.26,9.A.26.1,9.A.26.1.1
Ampqui1_297613,Ampqui1,CE297612_16898,297613,5.B.1.5.4,5,5.B,5.B.1,5.B.1.5,5.B.1.5.4
