	Genome_id	Species	Assembly_Length	Gene_number	Status	Publish_link	TaxID	superkingdom	kingdom	phylum	class	order	family	genus	species	taxonomy	Unnamed: 0	jrk_template	COMMENT on genus	primary_lifestyle	Secondary_lifestyle	Comment_on_lifestyle_template	Endophytic_interaction_capability_template	Plant_pathogenic_capacity_template	Decay_substrate_template	Decay_type_template	Aquatic_habitat_template	Animal_biotrophic_capacity_template	Specific_hosts	Growth_form_template	Fruitbody_type_template	Hymenium_type_template	Ectomycorrhiza_exploration_type_template	Ectomycorrhiza_lineage_template	primary_photobiont	secondary_photobiont
608	Morel2	Mortierella elongata	49,863,165	14,969	published	https://www.ncbi.nlm.nih.gov/pubmed/28076891	310910.0	Eukaryota	Fungi	Mucoromycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Linnemannia	Linnemannia elongata	k__Fungi;p__Mucoromycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Linnemannia;s__Linnemannia elongata				Unassigned																
609	Morel_U14_1	Mortierella elongata	50,910,406	14,234	published	https://www.ncbi.nlm.nih.gov/pubmed/34893598	310910.0	Eukaryota	Fungi	Mucoromycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Linnemannia	Linnemannia elongata	k__Fungi;p__Mucoromycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Linnemannia;s__Linnemannia elongata				Unassigned																
610	Mucam1	Mucor ambiguus	40,737,472	11,343	published	https://www.ncbi.nlm.nih.gov/pubmed/32039703	91626.0	Eukaryota	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor	Mucor ambiguus	k__Fungi;p__Mucoromycota;c__Mucoromycetes;o__Mucorales;f__Mucoraceae;g__Mucor;s__Mucor ambiguus	10358.0	jrk05314		soil_saprotroph					soil	mold	partly_aquatic	opportunistic_human_parasite		filamentous_mycelium	none	none				
611	Muccirc1	Mucor circinelloides	36,348,485	12,227	published	https://www.ncbi.nlm.nih.gov/pubmed/25006230	36080.0	Eukaryota	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor	Mucor circinelloides	k__Fungi;p__Mucoromycota;c__Mucoromycetes;o__Mucorales;f__Mucoraceae;g__Mucor;s__Mucor circinelloides	10358.0	jrk05314		soil_saprotroph					soil	mold	partly_aquatic	opportunistic_human_parasite		filamentous_mycelium	none	none				
612	Mucend1	Mucor endophyticus	34,997,769	11,445	published	https://www.ncbi.nlm.nih.gov/pubmed/32039703	444774.0	Eukaryota	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor	Mucor endophyticus	k__Fungi;p__Mucoromycota;c__Mucoromycetes;o__Mucorales;f__Mucoraceae;g__Mucor;s__Mucor endophyticus	10358.0	jrk05314		soil_saprotroph					soil	mold	partly_aquatic	opportunistic_human_parasite		filamentous_mycelium	none	none				
613	Mucfus1	Mucor fuscus	40,604,092	12,311	published	https://www.ncbi.nlm.nih.gov/pubmed/32039703	708069.0	Eukaryota	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor	Mucor fuscus	k__Fungi;p__Mucoromycota;c__Mucoromycetes;o__Mucorales;f__Mucoraceae;g__Mucor;s__Mucor fuscus	10358.0	jrk05314		soil_saprotroph					soil	mold	partly_aquatic	opportunistic_human_parasite		filamentous_mycelium	none	none				
614	Muclan1	Mucor lanceolatus	43,423,002	10,644	published	https://www.ncbi.nlm.nih.gov/pubmed/32039703	1091291.0	Eukaryota	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor	Mucor lanceolatus	k__Fungi;p__Mucoromycota;c__Mucoromycetes;o__Mucorales;f__Mucoraceae;g__Mucor;s__Mucor lanceolatus	10358.0	jrk05314		soil_saprotroph					soil	mold	partly_aquatic	opportunistic_human_parasite		filamentous_mycelium	none	none				
615	Muccir1_3	Mucor lusitanicus	36,817,399	11,843	published	https://www.ncbi.nlm.nih.gov/pubmed/31679929	29924.0	Eukaryota	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor	Mucor lusitanicus	k__Fungi;p__Mucoromycota;c__Mucoromycetes;o__Mucorales;f__Mucoraceae;g__Mucor;s__Mucor lusitanicus	10358.0	jrk05314		soil_saprotroph					soil	mold	partly_aquatic	opportunistic_human_parasite		filamentous_mycelium	none	none				
616	Mucci2	Mucor lusitanicus	36,587,022	11,719	published	https://www.ncbi.nlm.nih.gov/pubmed/27238284	29924.0	Eukaryota	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor	Mucor lusitanicus	k__Fungi;p__Mucoromycota;c__Mucoromycetes;o__Mucorales;f__Mucoraceae;g__Mucor;s__Mucor lusitanicus	10358.0	jrk05314		soil_saprotroph					soil	mold	partly_aquatic	opportunistic_human_parasite		filamentous_mycelium	none	none				
617	Mucrac1	Mucor racemosus	46,924,235	11,269	published	https://www.ncbi.nlm.nih.gov/pubmed/32039703	4841.0	Eukaryota	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor	Mucor racemosus	k__Fungi;p__Mucoromycota;c__Mucoromycetes;o__Mucorales;f__Mucoraceae;g__Mucor;s__Mucor racemosus	10358.0	jrk05314		soil_saprotroph					soil	mold	partly_aquatic	opportunistic_human_parasite		filamentous_mycelium	none	none				
618	Muloch1	Multifurca ochricompacta	54,697,930	10,514	published	https://www.ncbi.nlm.nih.gov/pubmed/34861049	376703.0	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Multifurca	Multifurca ochricompacta	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Multifurca;s__Multifurca ochricompacta	328.0	jrk05325		ectomycorrhizal							non-aquatic			filamentous_mycelium	agaricoid	gills	unknown	/russula-lactarius		
619	Spoth2	Myceliophthora thermophila	38,744,216	9,110	published	https://www.ncbi.nlm.nih.gov/pubmed/21964414	78579.0	Eukaryota	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Thermothelomyces	Thermothelomyces thermophilus	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae;g__Thermothelomyces;s__Thermothelomyces thermophilus	7607.0	jrk08801		soil_saprotroph					soil		non-aquatic			filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed				
620	Mycgal1	Mycena galopus	211,361,780	49,694	published	https://www.ncbi.nlm.nih.gov/pubmed/33046698	41248.0	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	Mycena	Mycena galopus	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Mycenaceae;g__Mycena;s__Mycena galopus	8466.0	jrk05357		litter_saprotroph	root-associated	wood_saprotroph_many_species	root-associated	leaf/fruit/seed_pathogen	leaf/fruit/seed		non-aquatic			filamentous_mycelium	agaricoid	gills				
621	Myceu1	Mycosphaerella eumusae	47,119,461	12,632	published	https://www.ncbi.nlm.nih.gov/pubmed/27513322	321146.0	Eukaryota	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Pseudocercospora	Pseudocercospora eumusae	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Mycosphaerellales;f__Mycosphaerellaceae;g__Pseudocercospora;s__Pseudocercospora eumusae	2961.0	jrk07035		plant_pathogen				leaf/fruit/seed_pathogen			non-aquatic			filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed				
622	Mycgr3	Mycosphaerella graminicola	39,686,251	10,933	published	https://www.ncbi.nlm.nih.gov/pubmed/21695235	1047171.0	Eukaryota	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Zymoseptoria	Zymoseptoria tritici	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Mycosphaerellales;f__Mycosphaerellaceae;g__Zymoseptoria;s__Zymoseptoria tritici	2990.0	jrk08632		plant_pathogen	litter_saprotroph			leaf/fruit/seed_pathogen	leaf/fruit/seed		non-aquatic			filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed				
623	Myrdu1	Myriangium duriaei	25,685,045	10,685	published	https://www.ncbi.nlm.nih.gov/pubmed/32206138	147570.0	Eukaryota	Fungi	Ascomycota	Dothideomycetes	Myriangiales	Myriangiaceae	Myriangium	Myriangium duriaei	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Myriangiales;f__Myriangiaceae;g__Myriangium;s__Myriangium duriaei	3546.0	jrk05446		animal_parasite	animal_decomposer				animal_material		non-aquatic	arthropod_parasite	scale_insects	filamentous_mycelium						
624	Mytre1	Mytilinidion resinicola	47,275,052	16,794	published	https://www.ncbi.nlm.nih.gov/pubmed/32206138	574789.0	Eukaryota	Fungi	Ascomycota	Dothideomycetes	Mytilinidiales	Mytilinidiaceae	Mytilinidion	Mytilinidion resinicola	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Mytilinidiales;f__Mytilinidiaceae;g__Mytilinidion;s__Mytilinidion resinicola	3553.0	jrk05476		wood_saprotroph					wood	soft_rot	non-aquatic			filamentous_mycelium	hysterothecium_(opening_slith-like)	closed				
625	Nadfu1	Nadsonia fulvescens	13,746,944	5,657	published	https://www.ncbi.nlm.nih.gov/pubmed/27535936	45786.0	Eukaryota	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales		Nadsonia	Nadsonia fulvescens	k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__;g__Nadsonia;s__Nadsonia fulvescens	6365.0	jrk05495		nectar/tap_saprotroph					sugar-rich_substrates		non-aquatic	arthropod-associated		yeast	none	none				
626	Nagvi1	Naganishia vishniacii	19,679,091	6,711	published	https://www.ncbi.nlm.nih.gov/pubmed/33232451	89929.0	Eukaryota	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Naganishia	Naganishia vishniacii	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Filobasidiales;f__Filobasidiaceae;g__Naganishia;s__Naganishia vishniacii	9812.0	jrk05505		unspecified_saprotroph		extremophile					partly_aquatic			yeast	none	none				
627	Nakbac1	Nakaseomyces bacillisporus	10,993,726	5,086	published	https://www.ncbi.nlm.nih.gov/pubmed/24034898	51660.0	Eukaryota	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Nakaseomyces	Nakaseomyces bacillisporus	k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Saccharomycetaceae;g__Nakaseomyces;s__Nakaseomyces bacillisporus	6342.0	jrk05511		nectar/tap_saprotroph	animal_parasite				animal_material,sugar-rich_substrates		non-aquatic	animal_parasite/opportunistic_human_parasite		yeast	none	none				
628	Nakdel1	Nakaseomyces delphensis	10,932,331	5,103	published	https://www.ncbi.nlm.nih.gov/pubmed/24034898	51657.0	Eukaryota	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Nakaseomyces	Nakaseomyces delphensis	k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Saccharomycetaceae;g__Nakaseomyces;s__Nakaseomyces delphensis	6342.0	jrk05511		nectar/tap_saprotroph	animal_parasite				animal_material,sugar-rich_substrates		non-aquatic	animal_parasite/opportunistic_human_parasite		yeast	none	none				
629	Nakwi1	Nakazawaea wickerhamii	10,857,285	5,490	published	https://www.ncbi.nlm.nih.gov/pubmed/29760453	1538186.0	Eukaryota	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales		Nakazawaea	Nakazawaea wickerhamii	k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__;g__Nakazawaea;s__Nakazawaea wickerhamii	6366.0	jrk05512		nectar/tap_saprotroph					sugar-rich_substrates		non-aquatic	arthropod-associated		yeast	none	none				
630	Nangy1	Nannizzia gypsea	23,249,403	8,907	published	https://www.ncbi.nlm.nih.gov/pubmed/22951933	63402.0	Eukaryota	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Arthrodermataceae	Nannizzia	Nannizzia gypsea	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Onygenales;f__Arthrodermataceae;g__Nannizzia;s__Nannizzia gypsea	4508.0	jrk05518		soil_saprotroph	animal_decomposer				soil,animal_material		non-aquatic	opportunistic_human_parasite		filamentous_mycelium	cleistothecium_(closed,_spherical)	closed				
631	Nauca1	Naumovozyma castellii	11,219,539	5,592	published	https://www.ncbi.nlm.nih.gov/pubmed/22123960	27288.0	Eukaryota	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Naumovozyma	Naumovozyma castellii	k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Saccharomycetaceae;g__Naumovozyma;s__Naumovozyma castellii	6343.0	jrk05536		nectar/tap_saprotroph					sugar-rich_substrates		non-aquatic	arthropod-associated		yeast	none	none				
632	Nauda1	Naumovozyma dairenensis	13,527,580	5,548	published	https://www.ncbi.nlm.nih.gov/pubmed/22123960	27289.0	Eukaryota	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Naumovozyma	Naumovozyma dairenensis	k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Saccharomycetaceae;g__Naumovozyma;s__Naumovozyma dairenensis	6343.0	jrk05536		nectar/tap_saprotroph					sugar-rich_substrates		non-aquatic	arthropod-associated		yeast	none	none				
633	Nemabo1	Nemania abortiva	49,607,496	14,125	published	https://www.ncbi.nlm.nih.gov/pubmed/34797921	561989.0	Eukaryota	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Nemania	Nemania abortiva	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Xylariaceae;g__Nemania;s__Nemania abortiva	7991.0	jrk05550		wood_saprotroph					wood		non-aquatic			filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed				
634	Nemdif1	Nemania diffusa	51,522,393	12,570	published	https://www.ncbi.nlm.nih.gov/pubmed/34797921	389665.0	Eukaryota	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Nemania	Nemania diffusa	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Xylariaceae;g__Nemania;s__Nemania diffusa	7991.0	jrk05550		wood_saprotroph					wood		non-aquatic			filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed				
635	NsAK0226_1	Nemania serpens	43,199,662	10,924	published	https://www.ncbi.nlm.nih.gov/pubmed/34797921	109381.0	Eukaryota	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Nemania	Nemania serpens	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Xylariaceae;g__Nemania;s__Nemania serpens	7991.0	jrk05550		wood_saprotroph					wood		non-aquatic			filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed				
636	NsAZ0576_1	Nemania serpens	49,475,055	11,778	published	https://www.ncbi.nlm.nih.gov/pubmed/34797921	109381.0	Eukaryota	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Nemania	Nemania serpens	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Xylariaceae;g__Nemania;s__Nemania serpens	7991.0	jrk05550		wood_saprotroph					wood		non-aquatic			filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed				
637	NsCB679_1	Nemania serpens	48,887,256	12,184	published	https://www.ncbi.nlm.nih.gov/pubmed/34797921	109381.0	Eukaryota	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Nemania	Nemania serpens	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Xylariaceae;g__Nemania;s__Nemania serpens	7991.0	jrk05550		wood_saprotroph					wood		non-aquatic			filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed				
638	NeFL0031_2	Nemania sp.	54,661,084	13,572	published	https://www.ncbi.nlm.nih.gov/pubmed/34797921	1912656.0	Eukaryota	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Nemania	Nemania sp.	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Xylariaceae;g__Nemania;s__Nemania sp.	7991.0	jrk05550		wood_saprotroph					wood		non-aquatic			filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed				
639	NeFL0916_1	Nemania sp.	45,465,408	11,921	published	https://www.ncbi.nlm.nih.gov/pubmed/34797921	1912656.0	Eukaryota	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Nemania	Nemania sp.	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Xylariaceae;g__Nemania;s__Nemania sp.	7991.0	jrk05550		wood_saprotroph					wood		non-aquatic			filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed				
640	Nemani1	Nemania sp.	47,847,351	11,703	published	https://www.ncbi.nlm.nih.gov/pubmed/34797921	1912656.0	Eukaryota	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Nemania	Nemania sp.	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Xylariaceae;g__Nemania;s__Nemania sp.	7991.0	jrk05550		wood_saprotroph					wood		non-aquatic			filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed				
641	Nemdi1	Nematocida displodere	3,066,400	2,278	published	https://www.ncbi.nlm.nih.gov/pubmed/27362540	1805483.0	Eukaryota	Fungi	Microsporidia				Nematocida	Nematocida displodere	k__Fungi;p__Microsporidia;c__;o__;f__;g__Nematocida;s__Nematocida displodere	10720.0	jrk05552		animal_parasite		obligate_animal_parasite	no_endophytic_capacity					animal_parasite		unicellular-aflagellate_(non-yeast)	none	none				
642	Nempa1	Nematocida parisii	4,071,346	2,661	published	https://www.ncbi.nlm.nih.gov/pubmed/22813931	586133.0	Eukaryota	Fungi	Microsporidia				Nematocida	Nematocida parisii	k__Fungi;p__Microsporidia;c__;o__;f__;g__Nematocida;s__Nematocida parisii	10720.0	jrk05552		animal_parasite		obligate_animal_parasite	no_endophytic_capacity					animal_parasite		unicellular-aflagellate_(non-yeast)	none	none				
643	Neosp1	Neocallimastix californiae	193,032,486	20,219	published	https://www.ncbi.nlm.nih.gov/pubmed/28555641	1754190.0	Eukaryota	Fungi	Chytridiomycota	Neocallimastigomycetes	Neocallimastigales	Neocallimastigaceae	Neocallimastix	Neocallimastix californiae	k__Fungi;p__Chytridiomycota;c__Neocallimastigomycetes;o__Neocallimastigales;f__Neocallimastigaceae;g__Neocallimastix;s__Neocallimastix californiae	10390.0	jrk09916		animal_endosymbiont	litter_saprotroph	anaerobic_gut_fungus_decomposing_ingested_plant_biomass			leaf/fruit/seed		non-aquatic	animal_endosymbiont		zoosporic-rhizomycelial_(chytrid-like)	zoosporangium	closed				
644	Neopa1	Neofusicoccum parvum	42,592,847	10,366	published	https://www.ncbi.nlm.nih.gov/pubmed/23766404	310453.0	Eukaryota	Fungi	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Neofusicoccum	Neofusicoccum parvum	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Botryosphaeriales;f__Botryosphaeriaceae;g__Neofusicoccum;s__Neofusicoccum parvum	2745.0	jrk05626		plant_pathogen	litter_saprotroph		foliar_endophyte	leaf/fruit/seed_pathogen	leaf/fruit/seed		non-aquatic			filamentous_mycelium						
645	Neoirr1	Neolecta irregularis	14,591,686	6,674	published	https://www.ncbi.nlm.nih.gov/pubmed/28176784	48691.0	Eukaryota	Fungi	Ascomycota	Neolectomycetes	Neolectales	Neolectaceae	Neolecta	Neolecta irregularis	k__Fungi;p__Ascomycota;c__Neolectomycetes;o__Neolectales;f__Neolectaceae;g__Neolecta;s__Neolecta irregularis	6063.0	jrk05644		plant_pathogen				other_plant_pathogen						filamentous_mycelium	clavarioid	smooth				
646	Neole1	Neolentinus lepideus	35,640,188	13,164	published	https://www.ncbi.nlm.nih.gov/pubmed/26659563	38799.0	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	Gloeophyllales	Gloeophyllaceae	Neolentinus	Neolentinus lepideus	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Gloeophyllales;f__Gloeophyllaceae;g__Neolentinus;s__Neolentinus lepideus	8858.0	jrk05645		wood_saprotroph					wood	brown_rot	non-aquatic			filamentous_mycelium	agaricoid	gills				
647	Neodi1	Neonectria ditissima	45,719,213	12,685	published	https://www.ncbi.nlm.nih.gov/pubmed/26586869	78410.0	Eukaryota	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Neonectria	Neonectria ditissima	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Neonectria;s__Neonectria ditissima	7170.0	jrk05663		plant_pathogen				leaf/fruit/seed_pathogen						filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed				
648	Neofi1	Neosartorya fischeri	32,551,711	10,406	published	https://www.ncbi.nlm.nih.gov/pubmed/22080559	36630.0	Eukaryota	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus fischeri	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Aspergillus;s__Aspergillus fischeri	4436.0	jrk00692		unspecified_saprotroph	foliar_endophyte	hypervariable,_saprotroph_animal_pathogen_endophyte	foliar_endophyte		leaf/fruit/seed,soil,dung,animal_material	mold	partly_aquatic	animal_parasite/opportunistic_human_parasite		filamentous_mycelium						
649	Neucr_trp3_1	Neurospora crassa	40,416,174	11,978	published	https://www.ncbi.nlm.nih.gov/pubmed/25838471	5141.0	Eukaryota	Fungi	Ascomycota	Sordariomycetes	Sordariales	Sordariaceae	Neurospora	Neurospora crassa	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Sordariaceae;g__Neurospora;s__Neurospora crassa	7654.0	jrk05745		unspecified_saprotroph							non-aquatic			filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed				
650	Neucr2	Neurospora crassa	41,037,538	10,785	published	https://www.ncbi.nlm.nih.gov/pubmed/12712197	5141.0	Eukaryota	Fungi	Ascomycota	Sordariomycetes	Sordariales	Sordariaceae	Neurospora	Neurospora crassa	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Sordariaceae;g__Neurospora;s__Neurospora crassa	7654.0	jrk05745		unspecified_saprotroph							non-aquatic			filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed				
651	Neute_matA2	Neurospora tetrasperma	39,146,357	10,380	published	https://www.ncbi.nlm.nih.gov/pubmed/21750257	40127.0	Eukaryota	Fungi	Ascomycota	Sordariomycetes	Sordariales	Sordariaceae	Neurospora	Neurospora tetrasperma	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Sordariaceae;g__Neurospora;s__Neurospora tetrasperma	7654.0	jrk05745		unspecified_saprotroph							non-aquatic			filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed				
652	Neute_mat_a1	Neurospora tetrasperma	39,126,702	11,192	published	https://www.ncbi.nlm.nih.gov/pubmed/21750257	40127.0	Eukaryota	Fungi	Ascomycota	Sordariomycetes	Sordariales	Sordariaceae	Neurospora	Neurospora tetrasperma	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Sordariaceae;g__Neurospora;s__Neurospora tetrasperma	7654.0	jrk05745		unspecified_saprotroph							non-aquatic			filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed				
653	Nosap1	Nosema apis	8,569,501	2,764	published	https://www.ncbi.nlm.nih.gov/pubmed/23829473	35231.0	Eukaryota	Fungi	Microsporidia			Nosematidae	Nosema	Nosema apis	k__Fungi;p__Microsporidia;c__;o__;f__Nosematidae;g__Nosema;s__Nosema apis	10717.0	jrk05793		animal_parasite		obligate_animal_parasite	no_endophytic_capacity					animal_parasite		unicellular-aflagellate_(non-yeast)	none	none				
654	Nosbo1	Nosema bombycis	15,689,776	4,468	published	https://www.ncbi.nlm.nih.gov/pubmed/23496955	27978.0	Eukaryota	Fungi	Microsporidia			Nosematidae	Nosema	Nosema bombycis	k__Fungi;p__Microsporidia;c__;o__;f__Nosematidae;g__Nosema;s__Nosema bombycis	10717.0	jrk05793		animal_parasite		obligate_animal_parasite	no_endophytic_capacity					animal_parasite		unicellular-aflagellate_(non-yeast)	none	none				
655	Nosce1	Nosema ceranae	7,860,219	2,060	published	https://www.ncbi.nlm.nih.gov/pubmed/19503607	40302.0	Eukaryota	Fungi	Microsporidia			Nosematidae	Nosema	Nosema ceranae	k__Fungi;p__Microsporidia;c__;o__;f__Nosematidae;g__Nosema;s__Nosema ceranae	10717.0	jrk05793		animal_parasite		obligate_animal_parasite	no_endophytic_capacity					animal_parasite		unicellular-aflagellate_(non-yeast)	none	none				
656	Obbri1	Obba rivulosa	34,037,596	13,206	published	https://www.ncbi.nlm.nih.gov/pubmed/27634999	1052685.0	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Gelatoporiaceae	Obba	Obba rivulosa	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Gelatoporiaceae;g__Obba;s__Obba rivulosa	9043.0	jrk05830		wood_saprotroph					wood	white_rot	non-aquatic			filamentous_mycelium	corticioid	poroid				
657	Ogapa1	Ogataea parapolymorpha	8,874,589	5,325	published	https://www.ncbi.nlm.nih.gov/pubmed/24279325	1005962.0	Eukaryota	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Ogataea	Ogataea parapolymorpha	k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Pichiaceae;g__Ogataea;s__Ogataea parapolymorpha	6329.0	jrk05880		nectar/tap_saprotroph					sugar-rich_substrates		partly_aquatic	arthropod-associated		yeast	none	none				
658	Hanpo2	Ogataea polymorpha	8,974,850	5,177	published	https://www.ncbi.nlm.nih.gov/pubmed/27535936	460523.0	Eukaryota	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Ogataea	Ogataea polymorpha	k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Pichiaceae;g__Ogataea;s__Ogataea polymorpha	6329.0	jrk05880		nectar/tap_saprotroph					sugar-rich_substrates		partly_aquatic	arthropod-associated		yeast	none	none				
659	Oidma1	Oidiodendron maius	46,426,256	16,703	published	https://www.ncbi.nlm.nih.gov/pubmed/25706625	78148.0	Eukaryota	Fungi	Ascomycota	Leotiomycetes		Myxotrichaceae	Oidiodendron	Oidiodendron maius	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__;f__Myxotrichaceae;g__Oidiodendron;s__Oidiodendron maius	809.0	jrk05883		soil_saprotroph	root_endophyte	ericoid_mycorrhizal_O._maius	root_endophyte	root-associated	soil		partly_aquatic			filamentous_mycelium						
660	Oidneo1	Oidium neolycopersici	41,983,253	6,851	published	https://www.ncbi.nlm.nih.gov/pubmed/30253736	212602.0	Eukaryota	Fungi	Ascomycota	Leotiomycetes	Erysiphales	Erysiphaceae	Erysiphe	Erysiphe neolycopersici	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Erysiphales;f__Erysiphaceae;g__Erysiphe;s__Erysiphe neolycopersici	5656.0	jrk03040		plant_pathogen				leaf/fruit/seed_pathogen			non-aquatic			filamentous_mycelium	chasmothecium_(tiny_initially_closed_ascome_rupture_opening)_	closed				
