,jrk_template,phylum,class,order,family,genus,COMMENT on genus,primary_lifestyle,Secondary_lifestyle,Comment_on_lifestyle_template,Endophytic_interaction_capability_template,Plant_pathogenic_capacity_template,Decay_substrate_template,Decay_type_template,Aquatic_habitat_template,Animal_biotrophic_capacity_template,Specific_hosts,Growth_form_template,Fruitbody_type_template,Hymenium_type_template,Ectomycorrhiza_exploration_type_template,Ectomycorrhiza_lineage_template,primary_photobiont,secondary_photobiont
4600,jrk07753,Ascomycota,Eurotiomycetes,Verrucariales,Adelococcaceae,Sagediopsis,,lichen_parasite,fungal_decomposer,,,,fungal_material,algal_material,,non-aquatic,,,filamentous_mycelium,perithecium_(hymenium_hidden,_narrow_opening),closed,,,,
4601,jrk07802,Ascomycota,Eurotiomycetes,Verrucariales,Sarcopyreniaceae,Sarcopyrenia,,lichen_parasite,fungal_decomposer,,,,fungal_material,algal_material,,non-aquatic,,,filamentous_mycelium,perithecium_(hymenium_hidden,_narrow_opening),closed,,,,
4602,jrk00155,Ascomycota,Eurotiomycetes,Verrucariales,Verrucariaceae,Agonimia,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,perithecium_(hymenium_hidden,_narrow_opening),closed,,,chlorococcoid,
4603,jrk00446,Ascomycota,Eurotiomycetes,Verrucariales,Verrucariaceae,Anthracocarpon,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,perithecium_(hymenium_hidden,_narrow_opening),closed,,,chlorococcoid,
4604,jrk00759,Ascomycota,Eurotiomycetes,Verrucariales,Verrucariaceae,Atla,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,perithecium_(hymenium_hidden,_narrow_opening),closed,,,chlorococcoid,cyanobacterial
4605,jrk00848,Ascomycota,Eurotiomycetes,Verrucariales,Verrucariaceae,Awasthiella,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,perithecium_(hymenium_hidden,_narrow_opening),closed,,,,
4606,jrk00882,Ascomycota,Eurotiomycetes,Verrucariales,Verrucariaceae,Bagliettoa,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,perithecium_(hymenium_hidden,_narrow_opening),closed,,,chlorococcoid,
4607,jrk00972,Ascomycota,Eurotiomycetes,Verrucariales,Verrucariaceae,Bellemerella,,lichen_parasite,fungal_decomposer,,,,fungal_material,algal_material,,non-aquatic,,,filamentous_mycelium,perithecium_(hymenium_hidden,_narrow_opening),closed,,,,
4608,jrk01468,Ascomycota,Eurotiomycetes,Verrucariales,Verrucariaceae,Catapyrenium,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,perithecium_(hymenium_hidden,_narrow_opening),closed,,,chlorococcoid,
4609,jrk01834,Ascomycota,Eurotiomycetes,Verrucariales,Verrucariaceae,Clauzadella,,lichen_parasite,fungal_decomposer,,,,fungal_material,algal_material,,non-aquatic,,,filamentous_mycelium,perithecium_(hymenium_hidden,_narrow_opening),closed,,,,
4610,jrk01841,Ascomycota,Eurotiomycetes,Verrucariales,Verrucariaceae,Clavascidium,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,perithecium_(hymenium_hidden,_narrow_opening),closed,,,chlorococcoid,
4611,jrk02490,Ascomycota,Eurotiomycetes,Verrucariales,Verrucariaceae,Dermatocarpon,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,perithecium_(hymenium_hidden,_narrow_opening),closed,,,chlorococcoid,
4612,jrk02902,Ascomycota,Eurotiomycetes,Verrucariales,Verrucariaceae,Endocarpon,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,perithecium_(hymenium_hidden,_narrow_opening),closed,,,chlorococcoid,
4613,jrk03202,Ascomycota,Eurotiomycetes,Verrucariales,Verrucariaceae,Flakea,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,none,none,,,,
4614,jrk03468,Ascomycota,Eurotiomycetes,Verrucariales,Verrucariaceae,Glomerilla,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,,,,,,
4615,jrk03640,Ascomycota,Eurotiomycetes,Verrucariales,Verrucariaceae,Haleomyces,,lichen_parasite,fungal_decomposer,,,,fungal_material,algal_material,,non-aquatic,,,filamentous_mycelium,perithecium_(hymenium_hidden,_narrow_opening),closed,,,,
4616,jrk03661,Ascomycota,Eurotiomycetes,Verrucariales,Verrucariaceae,Halospora,,lichen_parasite,fungal_decomposer,,,,fungal_material,algal_material,,non-aquatic,,,filamentous_mycelium,perithecium_(hymenium_hidden,_narrow_opening),closed,,,,
4617,jrk03808,Ascomycota,Eurotiomycetes,Verrucariales,Verrucariaceae,Henrica,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,perithecium_(hymenium_hidden,_narrow_opening),closed,,,chlorococcoid,
4618,jrk03834,Ascomycota,Eurotiomycetes,Verrucariales,Verrucariaceae,Heterocarpon,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,perithecium_(hymenium_hidden,_narrow_opening),closed,,,,
4619,jrk03846,Ascomycota,Eurotiomycetes,Verrucariales,Verrucariaceae,Heteroplacidium,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,perithecium_(hymenium_hidden,_narrow_opening),closed,,,chlorococcoid,
4620,jrk03996,Ascomycota,Eurotiomycetes,Verrucariales,Verrucariaceae,Hydropunctaria,,lichenized,,,,,,,partly_marine_(partly_non-aquatic),,,thallus_photosynthetic,perithecium_(hymenium_hidden,_narrow_opening),closed,,,chlorococcoid,
4621,jrk04160,Ascomycota,Eurotiomycetes,Verrucariales,Verrucariaceae,Involucropyrenium,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,perithecium_(hymenium_hidden,_narrow_opening),closed,,,chlorococcoid,
4622,jrk04960,Ascomycota,Eurotiomycetes,Verrucariales,Verrucariaceae,Mastodia,,algal_parasite,,,no_endophytic_capacity,algal_parasite,algal_material,,partly_marine_(partly_non-aquatic),,algae,filamentous_mycelium,,,,,,
4623,jrk05293,Ascomycota,Eurotiomycetes,Verrucariales,Verrucariaceae,Moriola,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,,,,,,
4624,jrk05584,Ascomycota,Eurotiomycetes,Verrucariales,Verrucariaceae,Neocatapyrenium,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,perithecium_(hymenium_hidden,_narrow_opening),closed,,,chlorococcoid,
4625,jrk05790,Ascomycota,Eurotiomycetes,Verrucariales,Verrucariaceae,Normandina,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,perithecium_(hymenium_hidden,_narrow_opening),closed,,,chlorococcoid,
4626,jrk05792,Ascomycota,Eurotiomycetes,Verrucariales,Verrucariaceae,Norrlinia,,lichen_parasite,fungal_decomposer,,,,fungal_material,algal_material,,non-aquatic,,,filamentous_mycelium,perithecium_(hymenium_hidden,_narrow_opening),closed,,,,
4627,jrk06060,Ascomycota,Eurotiomycetes,Verrucariales,Verrucariaceae,Parabagliettoa,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,perithecium_(hymenium_hidden,_narrow_opening),closed,,,chlorococcoid,
4628,jrk06433,Ascomycota,Eurotiomycetes,Verrucariales,Verrucariaceae,Phaeospora,,lichen_parasite,fungal_decomposer,,,,fungal_material,algal_material,,non-aquatic,,,filamentous_mycelium,perithecium_(hymenium_hidden,_narrow_opening),closed,,,,
4629,jrk06566,Ascomycota,Eurotiomycetes,Verrucariales,Verrucariaceae,Phylloblastia,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,perithecium_(hymenium_hidden,_narrow_opening),closed,,,trentepohlioid,
4630,jrk06656,Ascomycota,Eurotiomycetes,Verrucariales,Verrucariaceae,Placidiopsis,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,perithecium_(hymenium_hidden,_narrow_opening),closed,,,chlorococcoid,
4631,jrk06657,Ascomycota,Eurotiomycetes,Verrucariales,Verrucariaceae,Placidium,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,,,,,chlorococcoid,
4632,jrk06660,Ascomycota,Eurotiomycetes,Verrucariales,Verrucariaceae,Placocarpus,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,,,,,chlorococcoid,
4633,jrk06670,Ascomycota,Eurotiomycetes,Verrucariales,Verrucariaceae,Placopyrenium,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,,,,,chlorococcoid,
4634,jrk06676,Ascomycota,Eurotiomycetes,Verrucariales,Verrucariaceae,Placothelium,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,,,,,cyanobacterial,
4635,jrk06789,Ascomycota,Eurotiomycetes,Verrucariales,Verrucariaceae,Plurisperma,,unspecified_saprotroph,,,,,,,,,,filamentous_mycelium,,,,,,
4636,jrk06832,Ascomycota,Eurotiomycetes,Verrucariales,Verrucariaceae,Polyblastia,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,,,,,chlorococcoid,
4637,jrk07265,Ascomycota,Eurotiomycetes,Verrucariales,Verrucariaceae,Psoroglaena,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,,,,,chlorococcoid,
4638,jrk07513,Ascomycota,Eurotiomycetes,Verrucariales,Verrucariaceae,Rhabdopsora,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,,,,,,
4639,jrk07895,Ascomycota,Eurotiomycetes,Verrucariales,Verrucariaceae,Scleropyrenium,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,,,,,chlorococcoid,
4640,jrk08011,Ascomycota,Eurotiomycetes,Verrucariales,Verrucariaceae,Servitia,,lichen_parasite,fungal_decomposer,,,,fungal_material,algal_material,,non-aquatic,,,filamentous_mycelium,,,,,,
4641,jrk08221,Ascomycota,Eurotiomycetes,Verrucariales,Verrucariaceae,Spheconisca,,lichenized,,lichenized_loosely,,,,,non-aquatic,,,thallus_photosynthetic,,,,,,
4642,jrk08278,Ascomycota,Eurotiomycetes,Verrucariales,Verrucariaceae,Sporodictyon,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,,,,,chlorococcoid,cyanobacterial
4643,jrk08345,Ascomycota,Eurotiomycetes,Verrucariales,Verrucariaceae,Staurothele,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,,,,,chlorococcoid,
4644,jrk08686,Ascomycota,Eurotiomycetes,Verrucariales,Verrucariaceae,Telogalla,,lichen_parasite,fungal_decomposer,,,,fungal_material,algal_material,,non-aquatic,,,filamentous_mycelium,,,,,,
4645,jrk08785,Ascomycota,Eurotiomycetes,Verrucariales,Verrucariaceae,Thelidiopsis,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,,,,,chlorococcoid,
4646,jrk08786,Ascomycota,Eurotiomycetes,Verrucariales,Verrucariaceae,Thelidium,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,,,,,chlorococcoid,
4647,jrk09042,Ascomycota,Eurotiomycetes,Verrucariales,Verrucariaceae,Trimmatothele,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,,,,,chlorococcoid,
4648,jrk09214,Ascomycota,Eurotiomycetes,Verrucariales,Verrucariaceae,Wahlenbergiella,,lichenized,,,,,,,partly_marine_(partly_non-aquatic),,,thallus_photosynthetic,,,,,chlorococcoid,
4649,jrk09295,Ascomycota,Eurotiomycetes,Verrucariales,Verrucariaceae,Verrucaria,,lichenized,,,,,,,partly_aquatic,,,thallus_photosynthetic,,,,,chlorococcoid,
4650,jrk09305,Ascomycota,Eurotiomycetes,Verrucariales,Verrucariaceae,Verrucula,,lichen_parasite,fungal_decomposer,,,,fungal_material,algal_material,,non-aquatic,,,filamentous_mycelium,,,,,,
4651,jrk09307,Ascomycota,Eurotiomycetes,Verrucariales,Verrucariaceae,Verruculopsis,,lichen_parasite,fungal_decomposer,,,,fungal_material,algal_material,,non-aquatic,,,filamentous_mycelium,,,,,,
4652,jrk09338,Ascomycota,Eurotiomycetes,Verrucariales,Verrucariaceae,Willeya,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,,,,,chlorococcoid,
4653,jrk01128,Ascomycota,Eurotiomycetes,Verrucariales,Verrucariales family incertae sedis,Botryolepraria,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,,,,,chlorococcoid,
4654,jrk03366,Ascomycota,Eurotiomycetes,Verrucariales,Verrucariales family incertae sedis,Gemmaspora,,lichen_parasite,fungal_decomposer,,,,fungal_material,algal_material,,non-aquatic,,,filamentous_mycelium,,,,,,
4655,jrk04269,Ascomycota,Eurotiomycetes,Verrucariales,Verrucariales family incertae sedis,Kalbiana,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,,,,,chlorococcoid,
4656,jrk05084,Ascomycota,Eurotiomycetes,Verrucariales,Verrucariales family incertae sedis,Merismatium,,lichen_parasite,fungal_decomposer,,,,fungal_material,algal_material,,non-aquatic,,,filamentous_mycelium,,,,,,
4657,jrk03821,Ascomycota,Laboulbeniomycetes,Herpomycetales,Herpomycetaceae,Herpomyces,,animal_parasite,animal_decomposer,,no_endophytic_capacity,,animal_material,,non-aquatic,animal_parasite,,filamentous_mycelium,none,none,,,,
4658,jrk00843,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Ceratomycetaceae,Autoicomyces,,animal_parasite,animal_decomposer,,no_endophytic_capacity,,animal_material,,non-aquatic,arthropod_parasite,,filamentous_mycelium,none,none,,,,
4659,jrk01547,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Ceratomycetaceae,Ceratomyces,,animal_parasite,animal_decomposer,,no_endophytic_capacity,,animal_material,,non-aquatic,animal_parasite,,filamentous_mycelium,none,none,,,,
4660,jrk02775,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Ceratomycetaceae,Drepanomyces,,animal_parasite,animal_decomposer,,no_endophytic_capacity,,animal_material,,non-aquatic,arthropod_parasite,,filamentous_mycelium,none,none,,,,
4661,jrk03081,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Ceratomycetaceae,Eusynaptomyces,,animal_parasite,animal_decomposer,,no_endophytic_capacity,,animal_material,,non-aquatic,arthropod_parasite,,filamentous_mycelium,none,none,,,,
4662,jrk03777,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Ceratomycetaceae,Helodiomyces,,animal_parasite,animal_decomposer,,no_endophytic_capacity,,animal_material,,non-aquatic,arthropod_parasite,,filamentous_mycelium,none,none,,,,
4663,jrk06551,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Ceratomycetaceae,Phurmomyces,,animal_parasite,animal_decomposer,,no_endophytic_capacity,,animal_material,,non-aquatic,arthropod_parasite,,filamentous_mycelium,none,none,,,,
4664,jrk06706,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Ceratomycetaceae,Plectomyces,,animal_parasite,animal_decomposer,,no_endophytic_capacity,,animal_material,,non-aquatic,arthropod_parasite,,filamentous_mycelium,none,none,,,,
4665,jrk07604,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Ceratomycetaceae,Rhynchophoromyces,,animal_parasite,animal_decomposer,,no_endophytic_capacity,,animal_material,,non-aquatic,arthropod_parasite,,filamentous_mycelium,none,none,,,,
4666,jrk08548,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Ceratomycetaceae,Synaptomyces,,animal_parasite,animal_decomposer,,no_endophytic_capacity,,animal_material,,non-aquatic,arthropod_parasite,,filamentous_mycelium,none,none,,,,
4667,jrk08742,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Ceratomycetaceae,Tettigomyces,,animal_parasite,animal_decomposer,,no_endophytic_capacity,,animal_material,,non-aquatic,arthropod_parasite,,filamentous_mycelium,none,none,,,,
4668,jrk08766,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Ceratomycetaceae,Thaumasiomyces,,animal_parasite,animal_decomposer,,no_endophytic_capacity,,animal_material,,non-aquatic,arthropod_parasite,,filamentous_mycelium,none,none,,,,
4669,jrk08818,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Ceratomycetaceae,Thripomyces,,animal_parasite,animal_decomposer,,no_endophytic_capacity,,animal_material,,non-aquatic,arthropod_parasite,,filamentous_mycelium,none,none,,,,
4670,jrk01922,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Euceratomycetaceae,Cochliomyces,,animal_parasite,animal_decomposer,,no_endophytic_capacity,,animal_material,,non-aquatic,arthropod_parasite,,filamentous_mycelium,none,none,,,,
4671,jrk01969,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Euceratomycetaceae,Colonomyces,,animal_parasite,animal_decomposer,,no_endophytic_capacity,,animal_material,,non-aquatic,arthropod_parasite,,filamentous_mycelium,none,none,,,,
4672,jrk03063,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Euceratomycetaceae,Euceratomyces,,animal_parasite,animal_decomposer,,no_endophytic_capacity,,animal_material,,non-aquatic,arthropod_parasite,,filamentous_mycelium,none,none,,,,
4673,jrk03082,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Euceratomycetaceae,Euzodiomyces,,animal_parasite,animal_decomposer,,no_endophytic_capacity,,animal_material,,non-aquatic,arthropod_parasite,,filamentous_mycelium,none,none,,,,
4674,jrk07070,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Euceratomycetaceae,Pseudoecteinomyces,,animal_parasite,animal_decomposer,,no_endophytic_capacity,,animal_material,,non-aquatic,arthropod_parasite,,filamentous_mycelium,none,none,,,,
4675,jrk00014,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Laboulbeniaceae,Acallomyces,,animal_parasite,animal_decomposer,,no_endophytic_capacity,,animal_material,,non-aquatic,arthropod_parasite,,filamentous_mycelium,,,,,,
4676,jrk00078,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Laboulbeniaceae,Acompsomyces,,animal_parasite,animal_decomposer,,no_endophytic_capacity,,animal_material,,non-aquatic,arthropod_parasite,,filamentous_mycelium,none,none,,,,
4677,jrk00096,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Laboulbeniaceae,Acrogynomyces,,animal_parasite,animal_decomposer,,no_endophytic_capacity,,animal_material,,non-aquatic,arthropod_parasite,,filamentous_mycelium,none,none,,,,
4678,jrk00308,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Laboulbeniaceae,Amorphomyces,,animal_parasite,animal_decomposer,,no_endophytic_capacity,,animal_material,,non-aquatic,arthropod_parasite,,filamentous_mycelium,none,none,,,,
4679,jrk00318,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Laboulbeniaceae,Amphimyces,,animal_parasite,animal_decomposer,,no_endophytic_capacity,,animal_material,,non-aquatic,arthropod_parasite,,filamentous_mycelium,none,none,,,,
4680,jrk00466,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Laboulbeniaceae,Apatelomyces,,animal_parasite,animal_decomposer,,no_endophytic_capacity,,animal_material,,non-aquatic,arthropod_parasite,,filamentous_mycelium,none,none,,,,
4681,jrk00467,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Laboulbeniaceae,Apatomyces,,animal_parasite,animal_decomposer,,no_endophytic_capacity,,animal_material,,non-aquatic,arthropod_parasite,,filamentous_mycelium,none,none,,,,
4682,jrk00470,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Laboulbeniaceae,Aphanandromyces,,animal_parasite,animal_decomposer,,no_endophytic_capacity,,animal_material,,non-aquatic,arthropod_parasite,,filamentous_mycelium,none,none,,,,
4683,jrk00517,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Laboulbeniaceae,Aporomyces,,animal_parasite,animal_decomposer,,no_endophytic_capacity,,animal_material,,non-aquatic,arthropod_parasite,,filamentous_mycelium,none,none,,,,
4684,jrk00624,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Laboulbeniaceae,Arthrorhynchus,,animal_parasite,animal_decomposer,,no_endophytic_capacity,,animal_material,,non-aquatic,arthropod_parasite,,filamentous_mycelium,none,none,,,,
4685,jrk00642,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Laboulbeniaceae,Asaphomyces,,animal_parasite,animal_decomposer,,no_endophytic_capacity,,animal_material,,non-aquatic,arthropod_parasite,,filamentous_mycelium,none,none,,,,
4686,jrk00844,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Laboulbeniaceae,Autophagomyces,,animal_parasite,animal_decomposer,,no_endophytic_capacity,,animal_material,,non-aquatic,arthropod_parasite,,filamentous_mycelium,none,none,,,,
4687,jrk00986,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Laboulbeniaceae,Benjaminiomyces,,animal_parasite,animal_decomposer,,no_endophytic_capacity,,animal_material,,non-aquatic,arthropod_parasite,,filamentous_mycelium,none,none,,,,
4688,jrk01058,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Laboulbeniaceae,Blasticomyces,,animal_parasite,animal_decomposer,,no_endophytic_capacity,,animal_material,,non-aquatic,arthropod_parasite,,filamentous_mycelium,none,none,,,,
4689,jrk01118,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Laboulbeniaceae,Botryandromyces,,animal_parasite,animal_decomposer,,no_endophytic_capacity,,animal_material,,non-aquatic,arthropod_parasite,,filamentous_mycelium,none,none,,,,
4690,jrk01384,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Laboulbeniaceae,Camptomyces,,animal_parasite,animal_decomposer,,no_endophytic_capacity,,animal_material,,non-aquatic,arthropod_parasite,,filamentous_mycelium,none,none,,,,
4691,jrk01411,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Laboulbeniaceae,Cantharomyces,,animal_parasite,animal_decomposer,,no_endophytic_capacity,,animal_material,,non-aquatic,arthropod_parasite,,filamentous_mycelium,none,none,,,,
4692,jrk01414,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Laboulbeniaceae,Capillistichus,,animal_parasite,animal_decomposer,,no_endophytic_capacity,,animal_material,,non-aquatic,arthropod_parasite,,filamentous_mycelium,none,none,,,,
4693,jrk01451,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Laboulbeniaceae,Carpophoromyces,,animal_parasite,animal_decomposer,,no_endophytic_capacity,,animal_material,,non-aquatic,arthropod_parasite,,filamentous_mycelium,none,none,,,,
4694,jrk01585,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Laboulbeniaceae,Cesariella,,animal_parasite,animal_decomposer,,no_endophytic_capacity,,animal_material,,non-aquatic,arthropod_parasite,,filamentous_mycelium,none,none,,,,
4695,jrk01601,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Laboulbeniaceae,Chaetarthriomyces,,animal_parasite,animal_decomposer,,no_endophytic_capacity,,animal_material,,non-aquatic,arthropod_parasite,,filamentous_mycelium,none,none,,,,
4696,jrk01623,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Laboulbeniaceae,Chaetomyces,,animal_parasite,animal_decomposer,,no_endophytic_capacity,,animal_material,,non-aquatic,arthropod_parasite,,filamentous_mycelium,none,none,,,,
4697,jrk01693,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Laboulbeniaceae,Chitonomyces,,animal_parasite,animal_decomposer,,no_endophytic_capacity,,animal_material,,non-aquatic,arthropod_parasite,,filamentous_mycelium,none,none,,,,
4698,jrk01862,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Laboulbeniaceae,Clematomyces,,animal_parasite,animal_decomposer,,no_endophytic_capacity,,animal_material,,non-aquatic,arthropod_parasite,,filamentous_mycelium,none,none,,,,
4699,jrk01878,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Laboulbeniaceae,Clonophoromyces,,animal_parasite,animal_decomposer,,no_endophytic_capacity,,animal_material,,non-aquatic,arthropod_parasite,,filamentous_mycelium,none,none,,,,
4700,jrk01976,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Laboulbeniaceae,Columnomyces,,animal_parasite,animal_decomposer,,no_endophytic_capacity,,animal_material,,non-aquatic,arthropod_parasite,,filamentous_mycelium,none,none,,,,
4701,jrk01992,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Laboulbeniaceae,Compsomyces,,animal_parasite,animal_decomposer,,no_endophytic_capacity,,animal_material,,non-aquatic,arthropod_parasite,,filamentous_mycelium,none,none,,,,
4702,jrk02066,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Laboulbeniaceae,Coreomyces,,animal_parasite,animal_decomposer,,no_endophytic_capacity,,animal_material,,non-aquatic,arthropod_parasite,,filamentous_mycelium,none,none,,,,
4703,jrk02068,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Laboulbeniaceae,Corethromyces,,animal_parasite,animal_decomposer,,no_endophytic_capacity,,animal_material,,non-aquatic,arthropod_parasite,,filamentous_mycelium,none,none,,,,
4704,jrk02102,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Laboulbeniaceae,Corylophomyces,,animal_parasite,animal_decomposer,,no_endophytic_capacity,,animal_material,,non-aquatic,arthropod_parasite,,filamentous_mycelium,none,none,,,,
4705,jrk02183,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Laboulbeniaceae,Cryptandromyces,,animal_parasite,animal_decomposer,,no_endophytic_capacity,,animal_material,,non-aquatic,arthropod_parasite,,filamentous_mycelium,none,none,,,,
4706,jrk02233,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Laboulbeniaceae,Cucujomyces,,animal_parasite,animal_decomposer,,no_endophytic_capacity,,animal_material,,non-aquatic,arthropod_parasite,,filamentous_mycelium,none,none,,,,
4707,jrk02255,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Laboulbeniaceae,Cupulomyces,,animal_parasite,animal_decomposer,,no_endophytic_capacity,,animal_material,,non-aquatic,arthropod_parasite,,filamentous_mycelium,none,none,,,,
4708,jrk02487,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Laboulbeniaceae,Dermapteromyces,,animal_parasite,animal_decomposer,,no_endophytic_capacity,,animal_material,,non-aquatic,arthropod_parasite,,filamentous_mycelium,none,none,,,,
4709,jrk02531,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Laboulbeniaceae,Diandromyces,,animal_parasite,animal_decomposer,,no_endophytic_capacity,,animal_material,,non-aquatic,arthropod_parasite,,filamentous_mycelium,none,none,,,,
4710,jrk02535,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Laboulbeniaceae,Diaphoromyces,,animal_parasite,animal_decomposer,,no_endophytic_capacity,,animal_material,,non-aquatic,arthropod_parasite,,filamentous_mycelium,none,none,,,,
4711,jrk02565,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Laboulbeniaceae,Diclonomyces,,animal_parasite,animal_decomposer,,no_endophytic_capacity,,animal_material,,non-aquatic,arthropod_parasite,,filamentous_mycelium,none,none,,,,
4712,jrk02648,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Laboulbeniaceae,Dimeromyces,,animal_parasite,animal_decomposer,,no_endophytic_capacity,,animal_material,,non-aquatic,arthropod_parasite,,filamentous_mycelium,none,none,,,,
4713,jrk02652,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Laboulbeniaceae,Dimorphomyces,,animal_parasite,animal_decomposer,,no_endophytic_capacity,,animal_material,,non-aquatic,arthropod_parasite,,filamentous_mycelium,none,none,,,,
4714,jrk02660,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Laboulbeniaceae,Dioicomyces,,animal_parasite,animal_decomposer,,no_endophytic_capacity,,animal_material,,non-aquatic,arthropod_parasite,,filamentous_mycelium,none,none,,,,
4715,jrk02665,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Laboulbeniaceae,Diphymyces,,animal_parasite,animal_decomposer,,no_endophytic_capacity,,animal_material,,non-aquatic,arthropod_parasite,,filamentous_mycelium,none,none,,,,
